,id,response,true_score
278,27867,white :: it would affect the doghouse because white is cooler than the dark colors. the average for white was 42 while the average for black was 53.,2
279,27868,"white :: If the doghouse is somewhere warm, it should be white to keep it as cool as possible inside the doghouse.",1
280,27869,black :: The black paint would insulate the inside of the dog house and keep it warm. The color black reflects heat. In the experiment black had the highest average temperature of 53 degrees  over all the other tested colors.,2
281,27870,"light gray :: T way this color might affect the inside of the doghouse by not being too hot because the darker the lid color, the greater the increase in the air temperature and because light gray is only 45  degrees celsius .",1
282,27871,white :: I would use white because it is the coolest color and it will not over heat the dog as bad unlike the other colors.,1
283,27872,"black :: If Brandi and Jerry chose Black, it would keep the dog house the warmest out of the four colors",1
284,27873,white :: it would keep the dog/ dog house the coolest on the inside. so it would not get too hot. where if you painted it black it would get much warmer in there.,1
285,27874,white ::  I would use white to paint my dog house because it would make it colder inside for the dog. In the experiment the white lens tested to stay the coldest inside the jar so the white paint on the dog house would make it so the dog house was colder for the dog.,2
286,27875,dark gray :: They might want to choose dark gray because it will make the doghouse not too hot as black and not too cold as white for it will still absorb heat and make the doghouse warm like the jar temperatures stayed the same at 48 degrees celsius  after heated. So the dog would stay more and obtain the same amount of temperature the whole time when heated most likely and not have to change around to different temperatures.,1
287,27876,white :: it will affect the inside of the doghouse by making it cooler in it. it showed it was 42 degrees  and that is cooler than all the other colors,2
288,27877,white ::  the dog needs warmth,0
289,27878,black :: it will effect the dog house is by the color of the paint and the temperature. also it will effect it is because how dark is the paint.,0
290,27879,"black :: If it were to be cold outside, the black on the doghouse should make it warmer.",1
291,27880,black ::  The black would absorb the most thermal energy causing the dog house to have a higher air temperature (get warmer).,1
292,27881,white :: white will make it so that the dog house will be cooler for the dog,1
293,27882,white :: The white color attracts less heat so that way the dog is not too hot or too cold,0
294,27883,"black ::  The color black will affect the inside of the doghouse because the darker the color, the greater the increase in air temperature. In the results of the hot lamp experiment, the blacks air temperature got the highest average with 53 degrees celsius  .This is because dark colors absorb more energy.",2
295,27884,light gray :: light gray so the doghouse will not be so hot .,1
296,27885,black :: Well in cold temperatures like in the experiment you would want your dog to have a warm sleeping area so you would choose black in the winter because that color absorbs the most heat keeping the doghouse warm. If it was the summer time you might want to used white or light gray to keep the house cool.,1
297,27886,dark gray :: i would use dark grey because (based of were i live) its colder most of the year but its hot during summer so that way when the dog is inside during winter its warm and during summer its not too hot,1
298,27887,white :: White will keep the dog house cooler inside because its the lightest (brightest) color up there and in the experiment it shows that the over all average of the black (darkest color) was 53 degrees C and the average color for the white lid was 42 degrees C. Therefore making white the coldest color possible for the dog house.,2
299,27888,"black :: By painting the doghouse black, Brandi and Jerry will be allowing more heat to be attracted to the doghouse. The data table from the experiment proves this point because it shows that the average temperature inside the glass jar after 10 minutes while using the black lid was 53 degrees celsius , which is the highest average temperature of the four lid colors that were used in the experiment.",2
